id,name,topic,country,country_name,url,description,provider,formats,size,records,license,license_url,access,commercial_use,cite,path
banco-central-do-brasil-open-data-portal,Banco Central do Brasil Open Data Portal,banking-and-payments,br,Brazil,https://dadosabertos.bcb.gov.br/,"The Brazilian central bank's open data portal with APIs for exchange rates, interest rates, credit aggregates, bank rankings and payment system volumes.",Banco Central do Brasil,REST API; CSV; JSON; OData,Multi-GB,Hundreds of datasets with daily updates,"Free reuse with attribution, Brazilian open data policy",https://dadosabertos.bcb.gov.br/,open,yes,"Banco Central do Brasil, Portal de Dados Abertos",topics/banking-and-payments/br/dataset-01.json
bcb-pix-statistics,BCB Pix Statistics,banking-and-payments,br,Brazil,https://www.bcb.gov.br/estabilidadefinanceira/estatisticaspix,"Transaction volumes, values, user counts and settlement statistics for Pix, Brazil's instant payment system and one of the most-adopted in the world.",Banco Central do Brasil,CSV; XLSX; REST API,~5 GB,Monthly and quarterly series since 2020,"Free reuse with attribution, Brazilian open data policy",https://www.bcb.gov.br/,open,yes,"Banco Central do Brasil, Estatísticas do Pix",topics/banking-and-payments/br/dataset-02.json
bcb-sgs-time-series-management-system,BCB SGS Time Series Management System,banking-and-payments,br,Brazil,https://www.bcb.gov.br/estatisticas,"The central bank's statistical series system covering monetary policy, credit, balance of payments, fiscal indicators and market expectations.",Banco Central do Brasil,CSV; XLSX; REST API; OData,Multi-GB,"20,000+ economic time series","Free reuse with attribution, Brazilian open data policy",https://www.bcb.gov.br/,open,yes,"Banco Central do Brasil, Sistema Gerenciador de Séries Temporais",topics/banking-and-payments/br/dataset-03.json
cvm-open-data,CVM Open Data,banking-and-payments,br,Brazil,https://dados.cvm.gov.br/,"Brazilian securities regulator data covering listed company filings, investment fund daily returns and holdings, and registered intermediaries.",Comissão de Valores Mobiliários,CSV; ZIP,~100 GB,"Daily fund data for 30,000+ funds","Free reuse with attribution, Brazilian open data policy",https://dados.cvm.gov.br/,open,yes,"Comissão de Valores Mobiliários, Dados Abertos",topics/banking-and-payments/br/dataset-04.json
open-finance-brasil,Open Finance Brasil,banking-and-payments,br,Brazil,https://openfinancebrasil.org.br/,"The technical standards, participant directory and public APIs for Brazil's open banking regime, including product and channel reference data.",Open Finance Brasil governance structure,REST API; JSON; OpenAPI,API,800+ participating institutions,Open specifications; participant data under regime rules,https://openfinancebrasil.org.br/,open,check,Open Finance Brasil,topics/banking-and-payments/br/dataset-05.json
deutsche-bundesbank-time-series-database,Deutsche Bundesbank Time Series Database,banking-and-payments,de,Germany,https://www.bundesbank.de/en/statistics,"The German central bank's statistical database covering money and banking, interest rates, balance of payments, securities holdings and payment systems.",Deutsche Bundesbank,CSV; XLSX; SDMX; REST API,Multi-GB,"100,000+ time series",Free reuse with attribution to Deutsche Bundesbank,https://www.bundesbank.de/en,open,yes,"Deutsche Bundesbank, Time series databases",topics/banking-and-payments/de/dataset-01.json
ecb-data-portal,ECB Data Portal,banking-and-payments,de,Germany,https://data.ecb.europa.eu/,"Euro area monetary, financial, banking supervision and payment statistics with an SDMX API, covering Germany alongside all euro area members.",European Central Bank,CSV; SDMX; REST API; JSON,Multi-GB,Millions of series across 60+ datasets,"ECB terms, free reuse with attribution",https://www.ecb.europa.eu/services/disclaimer/html/index.en.html,open,yes,European Central Bank Data Portal,topics/banking-and-payments/de/dataset-02.json
bafin-company-database,BaFin Company Database,banking-and-payments,de,Germany,https://portal.mvp.bafin.de/database/InstInfo/,"The register of authorised German banks, insurers, investment firms and payment institutions with licence scope and identifiers.",Bundesanstalt für Finanzdienstleistungsaufsicht,Web; CSV; XLSX,~200 MB,Thousands of supervised institutions,Free reuse with attribution to BaFin,https://www.bafin.de/EN/Homepage/homepage_node.html,open,yes,BaFin Company Database,topics/banking-and-payments/de/dataset-03.json
eba-risk-dashboard-and-transparency-exercise,EBA Risk Dashboard and Transparency Exercise,banking-and-payments,de,Germany,https://www.eba.europa.eu/risk-and-data-analysis/risk-analysis/risk-monitoring,"Bank-by-bank capital, asset quality, profitability and exposure data from EU-wide transparency exercises and stress tests, including German institutions.",European Banking Authority,XLSX; CSV,~5 GB,100+ banks reported per exercise,"EBA terms, free reuse with attribution",https://www.eba.europa.eu/legal-notice,open,yes,"European Banking Authority, EU-wide Transparency Exercise",topics/banking-and-payments/de/dataset-04.json
destatis-genesis-online,DESTATIS GENESIS-Online,banking-and-payments,de,Germany,https://genesis.destatis.de/datenbank/online/,"Germany's official statistics database covering finance, prices, business, population and trade, with a documented REST and SOAP API.",Statistisches Bundesamt,CSV; XLSX; REST API,Varies by table,Hundreds of thousands of statistical tables,DL-DE-BY-2.0,https://www.govdata.de/dl-de/by-2-0,registration,yes,"Statistisches Bundesamt (Destatis), GENESIS-Online",topics/banking-and-payments/de/dataset-05.json
ffiec-call-reports,FFIEC Call Reports,banking-and-payments,us,United States,https://cdr.ffiec.gov/public/,"Quarterly regulatory filings from every US bank with full balance sheet, income statement, loan composition, capital ratios and credit quality detail.",Federal Financial Institutions Examination Council,CSV; XBRL; TXT,~100 GB,"4,500+ banks filing quarterly since 1976",US Government public domain,https://cdr.ffiec.gov/public/,open,yes,"FFIEC Central Data Repository, Call Reports",topics/banking-and-payments/us/dataset-01.json
fdic-bankfind-suite-and-api,FDIC BankFind Suite and API,banking-and-payments,us,United States,https://banks.data.fdic.gov/docs/,"Institution directory, financial summaries, branch locations, failure history and merger records for every FDIC-insured bank.",Federal Deposit Insurance Corporation,REST API; CSV; JSON,Multi-GB,Institution data from 1934,US Government public domain,https://www.fdic.gov/,open,yes,FDIC BankFind Suite API,topics/banking-and-payments/us/dataset-02.json
federal-reserve-payments-study,Federal Reserve Payments Study,banking-and-payments,us,United States,https://www.federalreserve.gov/paymentsystems/fr-payments-study.htm,"Triennial and annual measurement of US noncash payment volumes and values across cards, ACH, checks and their fraud rates.",Board of Governors of the Federal Reserve System,XLSX; CSV; PDF,~500 MB,Payment aggregates since 2000,US Government public domain,https://www.federalreserve.gov/,open,yes,Federal Reserve Payments Study,topics/banking-and-payments/us/dataset-03.json
cfpb-consumer-complaint-database,CFPB Consumer Complaint Database,banking-and-payments,us,United States,https://www.consumerfinance.gov/data-research/consumer-complaints/,"Consumer complaints about financial products with product, issue, company, state, narrative text and company response, updated daily.",Consumer Financial Protection Bureau,CSV; JSON; REST API,~3 GB,6 million+ complaints since 2011,US Government public domain,https://www.consumerfinance.gov/,open,yes,"Consumer Financial Protection Bureau, Consumer Complaint Database",topics/banking-and-payments/us/dataset-04.json
ncua-credit-union-call-report-data,NCUA Credit Union Call Report Data,banking-and-payments,us,United States,https://ncua.gov/analysis/credit-union-corporate-call-report-data,"Quarterly financial and statistical filings from every federally insured credit union, with balance sheet, membership and delinquency detail.",National Credit Union Administration,CSV; Access DB; ZIP,~20 GB,"4,500+ credit unions filing quarterly",US Government public domain,https://ncua.gov/,open,yes,"National Credit Union Administration, Call Report Data",topics/banking-and-payments/us/dataset-05.json
ons-census-2021,ONS Census 2021,census-and-demographics,gb,United Kingdom,https://www.ons.gov.uk/census,"The full England and Wales census outputs covering population, ethnicity, religion, health, employment, housing and travel to work down to output area level.",Office for National Statistics,CSV; XLSX; REST API,Multi-GB,"59.6 million people, 24.8 million households",Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, Census 2021",topics/census-and-demographics/gb/dataset-01.json
nomis,Nomis,census-and-demographics,gb,United Kingdom,https://www.nomisweb.co.uk/,"The official query interface for UK census and labour market statistics, with a documented API and downloads at every geography from country to output area.",Office for National Statistics and Durham University,CSV; REST API; XLSX,Varies by query,"1,000+ datasets across census and labour market",Open Government Licence v3.0,https://www.nomisweb.co.uk/home/copyright.asp,open,yes,"Nomis, official labour market statistics",topics/census-and-demographics/gb/dataset-02.json
ons-open-geography-portal,ONS Open Geography Portal,census-and-demographics,gb,United Kingdom,https://geoportal.statistics.gov.uk/,"Boundary files, lookups and postcode directories for every UK statistical geography, the join keys behind all small-area analysis.",Office for National Statistics,Shapefile; GeoJSON; CSV; REST API,~20 GB,All UK statistical geographies with historical versions,Open Government Licence v3.0 with OS attribution,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,ONS Open Geography Portal,topics/census-and-demographics/gb/dataset-03.json
national-records-of-scotland-statistics,National Records of Scotland Statistics,census-and-demographics,gb,United Kingdom,https://www.nrscotland.gov.uk/statistics-and-data,"Scotland's census, vital events, migration and population projection statistics, published separately from the England and Wales census.",National Records of Scotland,CSV; XLSX; PDF,~2 GB,Scottish census and annual vital statistics,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,National Records of Scotland,topics/census-and-demographics/gb/dataset-04.json
ons-developer-hub,ONS Developer Hub,census-and-demographics,gb,United Kingdom,https://developer.ons.gov.uk/,"Programmatic access to ONS published datasets and time series, returning census tables, economic indicators and population estimates as JSON.",Office for National Statistics,REST API; JSON; CSV,API,Hundreds of datasets and thousands of series,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,ONS Developer Hub,topics/census-and-demographics/gb/dataset-05.json
census-of-india,Census of India,census-and-demographics,in,India,https://censusindia.gov.in/census.website/,"Decennial national census tables covering population, literacy, household amenities, migration, language and occupation down to village and ward level.",Office of the Registrar General and Census Commissioner,XLSX; PDF; CSV,~20 GB full tables,1.2 billion+ people enumerated in 2011,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Census of India, Office of the Registrar General",topics/census-and-demographics/in/dataset-01.json
